ID,Recommend ID,Score,UserNameFrom,UserAgeFrom,UserNameTo,UserAgeTo
692,694,0.195,Christopher Campbell,19,Cory Anderson,18
692,695,0.195,Christopher Campbell,19,Erin Gomez,25
692,696,0.195,Christopher Campbell,19,Jessica Baker,18
692,697,0.195,Christopher Campbell,19,Andrew Hooper,21
693,805,3.544,William Crane,23,Christine Vang,20
693,830,3.196,William Crane,23,Katie Williams,22
693,724,3.136,William Crane,23,Billy Garner,20
693,719,2.775,William Crane,23,Elizabeth Galvan,23
693,760,2.775,William Crane,23,Marcus Vaughn,21
693,815,2.61,William Crane,23,Rebecca Williams,22
693,688,2.539,William Crane,23,Larry Bell,20
693,766,2.539,William Crane,23,Joseph Fox,19
693,853,2.522,William Crane,23,Jamie Barr,20
693,694,2.456,William Crane,23,Cory Anderson,18
694,747,6.411,Larry Bell,20,Kelly Jones,22
694,819,4.85,Larry Bell,20,Michael Harris,19
694,701,4.721,Larry Bell,20,Peter Scott,25
694,814,4.692,Larry Bell,20,Denise Mcclain,23
694,840,4.141,Larry Bell,20,Jason Gay MD,23
694,734,4.109,Larry Bell,20,Maria Gardner,19
694,698,4.104,Larry Bell,20,Natasha Miranda,25
694,728,3.922,Larry Bell,20,Justin Robles,24
694,849,3.61,Larry Bell,20,Jamie Barr,20
694,708,3.519,Larry Bell,20,Peter Scott,25
695,828,9.954,Cory Anderson,18,Christopher Barnes,19
695,705,8.117,Cory Anderson,18,Tammy Smith,22
695,823,6.997,Cory Anderson,18,Meghan Williams,22
695,773,5.922,Cory Anderson,18,Amber Williams,21
695,731,5.269,Cory Anderson,18,Kiara Hoffman,21
695,827,5.179,Cory Anderson,18,Edgar Baker,25
695,800,4.642,Cory Anderson,18,Molly Hall,24
695,747,4.552,Cory Anderson,18,Kelly Jones,22
695,774,4.498,Cory Anderson,18,Samantha Bell,18
695,795,4.279,Cory Anderson,18,Natalie Martin,22
696,705,6.351,Erin Gomez,25,Tammy Smith,22
696,752,6.288,Erin Gomez,25,Denise Green,22
696,726,5.468,Erin Gomez,25,Barbara Herrera,22
696,781,5.113,Erin Gomez,25,Charles Obrien,25
696,766,4.903,Erin Gomez,25,Joseph Fox,19
696,800,4.877,Erin Gomez,25,Molly Hall,24
696,815,4.824,Erin Gomez,25,Rebecca Williams,22
696,819,4.692,Erin Gomez,25,Michael Harris,19
696,760,4.57,Erin Gomez,25,Marcus Vaughn,21
696,820,4.417,Erin Gomez,25,Michael Harris,19
697,853,6.756,Jessica Baker,18,Jamie Barr,20
697,752,6.712,Jessica Baker,18,Denise Green,22
697,774,6.425,Jessica Baker,18,Samantha Bell,18
697,703,5.982,Jessica Baker,18,Craig Whitehead,23
697,773,5.696,Jessica Baker,18,Amber Williams,21
697,784,5.503,Jessica Baker,18,Ricky Hansen,19
697,810,5.343,Jessica Baker,18,Jenna Jenkins,23
697,845,5.099,Jessica Baker,18,Margaret Church,24
697,728,4.549,Jessica Baker,18,Justin Robles,24
697,829,4.374,Jessica Baker,18,Katie Williams,22
698,705,4.171,Andrew Hooper,21,Tammy Smith,22
698,694,4.104,Andrew Hooper,21,Cory Anderson,18
698,688,3.889,Andrew Hooper,21,Larry Bell,20
698,827,3.887,Andrew Hooper,21,Edgar Baker,25
698,781,3.61,Andrew Hooper,21,Charles Obrien,25
698,824,3.556,Andrew Hooper,21,Bernard Ross,24
698,815,3.487,Andrew Hooper,21,Rebecca Williams,22
698,834,2.978,Andrew Hooper,21,Tiffany Ortega,22
698,752,2.972,Andrew Hooper,21,Denise Green,22
698,696,2.963,Andrew Hooper,21,Jessica Baker,18
699,691,0.564,Thomas Rose,22,Kimberly Jones,25
699,707,0.564,Thomas Rose,22,Victor Barrera,25
699,713,0.564,Thomas Rose,22,Danielle Yang,18
699,736,0.564,Thomas Rose,22,Christine Harris,24
699,743,0.564,Thomas Rose,22,Patricia Garcia,19
699,746,0.564,Thomas Rose,22,Patricia Garcia,19
699,768,0.564,Thomas Rose,22,Stephanie Ford,21
699,782,0.564,Thomas Rose,22,Stephanie Ford,21
699,786,0.564,Thomas Rose,22,Natalie Martin,22
699,789,0.564,Thomas Rose,22,Richard Hernandez,19
700,724,1.707,Derrick Hines,20,Billy Garner,20
700,738,1.707,Derrick Hines,20,Kiara Hoffman,21
700,842,1.707,Derrick Hines,20,Mr. Richard Hull,23
700,713,1.634,Derrick Hines,20,Danielle Yang,18
700,719,1.634,Derrick Hines,20,Elizabeth Galvan,23
700,781,1.634,Derrick Hines,20,Charles Obrien,25
700,694,1.601,Derrick Hines,20,Cory Anderson,18
700,853,1.601,Derrick Hines,20,Jamie Barr,20
700,760,1.361,Derrick Hines,20,Marcus Vaughn,21
700,696,1.328,Derrick Hines,20,Jessica Baker,18
701,694,4.721,Ms. Julia Berry,23,Cory Anderson,18
701,828,4.605,Ms. Julia Berry,23,Christopher Barnes,19
701,719,4.315,Ms. Julia Berry,23,Elizabeth Galvan,23
701,824,4.293,Ms. Julia Berry,23,Bernard Ross,24
701,805,4.194,Ms. Julia Berry,23,Christine Vang,20
701,705,4.065,Ms. Julia Berry,23,Tammy Smith,22
701,745,4.052,Ms. Julia Berry,23,Drew Ortiz,20
701,696,3.754,Ms. Julia Berry,23,Jessica Baker,18
701,823,3.648,Ms. Julia Berry,23,Meghan Williams,22
701,815,3.406,Ms. Julia Berry,23,Rebecca Williams,22
702,771,2.673,Trevor Cunningham,22,Mr. Michael Olson,23
702,806,2.562,Trevor Cunningham,22,Richard Williams,21
702,818,2.562,Trevor Cunningham,22,Howard Sanders,25
702,712,2.183,Trevor Cunningham,22,Shannon Guzman,25
702,768,1.323,Trevor Cunningham,22,Stephanie Ford,21
702,767,1.312,Trevor Cunningham,22,Willie Orr,25
702,791,0.943,Trevor Cunningham,22,Kenneth Horn,20
702,742,0.585,Trevor Cunningham,22,Kimberly Jones,25
702,833,0.585,Trevor Cunningham,22,Jamie Barr,20
702,707,0.574,Trevor Cunningham,22,Victor Barrera,25
703,830,6.545,Natasha Miranda,25,Katie Williams,22
703,697,5.982,Natasha Miranda,25,Andrew Hooper,21
703,780,5.627,Natasha Miranda,25,Elizabeth Johnson,20
703,713,5.074,Natasha Miranda,25,Danielle Yang,18
703,745,4.991,Natasha Miranda,25,Drew Ortiz,20
703,774,4.553,Natasha Miranda,25,Samantha Bell,18
703,849,4.484,Natasha Miranda,25,Jamie Barr,20
703,783,4.409,Natasha Miranda,25,Ricky Mitchell,20
703,688,4.247,Natasha Miranda,25,Larry Bell,20
703,840,4.045,Natasha Miranda,25,Jason Gay MD,23
704,824,1.173,Brian Rodriguez,22,Bernard Ross,24
704,719,0.926,Brian Rodriguez,22,Elizabeth Galvan,23
704,705,0.901,Brian Rodriguez,22,Tammy Smith,22
704,716,0.901,Brian Rodriguez,22,Adam Palmer,19
704,845,0.901,Brian Rodriguez,22,Margaret Church,24
704,697,0.869,Brian Rodriguez,22,Andrew Hooper,21
704,709,0.869,Brian Rodriguez,22,Damon Adams,21
704,713,0.869,Brian Rodriguez,22,Danielle Yang,18
704,724,0.869,Brian Rodriguez,22,Billy Garner,20
704,754,0.869,Brian Rodriguez,22,Sarah Gardner,19
705,815,8.169,Craig Whitehead,23,Rebecca Williams,22
705,695,8.117,Craig Whitehead,23,Erin Gomez,25
705,774,7.093,Craig Whitehead,23,Samantha Bell,18
705,766,7.02,Craig Whitehead,23,Joseph Fox,19
705,688,6.971,Craig Whitehead,23,Larry Bell,20
705,696,6.351,Craig Whitehead,23,Jessica Baker,18
705,797,5.763,Craig Whitehead,23,Richard Kelly,25
705,793,5.006,Craig Whitehead,23,Donald Moore,19
705,817,4.878,Craig Whitehead,23,Rebecca Williams,22
705,708,4.707,Craig Whitehead,23,Peter Scott,25
706,781,4.364,Tammy Smith,22,Charles Obrien,25
706,726,4.076,Tammy Smith,22,Barbara Herrera,22
706,824,4.072,Tammy Smith,22,Bernard Ross,24
706,766,3.905,Tammy Smith,22,Joseph Fox,19
706,830,3.829,Tammy Smith,22,Katie Williams,22
706,827,3.822,Tammy Smith,22,Edgar Baker,25
706,724,3.803,Tammy Smith,22,Billy Garner,20
706,829,3.799,Tammy Smith,22,Katie Williams,22
706,842,3.785,Tammy Smith,22,Mr. Richard Hull,23
706,823,3.517,Tammy Smith,22,Meghan Williams,22
707,713,2.256,Heather Alvarez,24,Danielle Yang,18
707,789,2.114,Heather Alvarez,24,Richard Hernandez,19
707,822,1.823,Heather Alvarez,24,Christopher Barnes,19
707,839,1.823,Heather Alvarez,24,Jamie Barr,20
707,782,1.788,Heather Alvarez,24,Stephanie Ford,21
707,786,1.345,Heather Alvarez,24,Natalie Martin,22
707,850,1.029,Heather Alvarez,24,Jamie Barr,20
707,691,1.019,Heather Alvarez,24,Kimberly Jones,25
707,724,0.976,Heather Alvarez,24,Billy Garner,20
707,689,0.964,Heather Alvarez,24,Trevor Cunningham,22
708,805,4.891,Wendy Summers,22,Christine Vang,20
708,705,4.707,Wendy Summers,22,Tammy Smith,22
708,745,4.65,Wendy Summers,22,Drew Ortiz,20
708,688,4.104,Wendy Summers,22,Larry Bell,20
708,834,3.826,Wendy Summers,22,Tiffany Ortega,22
708,694,3.519,Wendy Summers,22,Cory Anderson,18
708,703,3.385,Wendy Summers,22,Craig Whitehead,23
708,820,3.34,Wendy Summers,22,Michael Harris,19
708,766,3.283,Wendy Summers,22,Joseph Fox,19
708,810,3.281,Wendy Summers,22,Jenna Jenkins,23
709,780,3.834,Angela Smith,23,Elizabeth Johnson,20
709,705,3.517,Angela Smith,23,Tammy Smith,22
709,747,3.502,Angela Smith,23,Kelly Jones,22
709,728,3.338,Angela Smith,23,Justin Robles,24
709,792,3.198,Angela Smith,23,Sophia Porter,24
709,688,3.177,Angela Smith,23,Larry Bell,20
709,815,3.154,Angela Smith,23,Rebecca Williams,22
709,687,2.923,Angela Smith,23,Lisa Powers,22
709,713,2.914,Angela Smith,23,Danielle Yang,18
709,724,2.905,Angela Smith,23,Billy Garner,20
710,695,1.874,Edwin Reyes,18,Erin Gomez,25
710,705,1.874,Edwin Reyes,18,Tammy Smith,22
710,745,1.874,Edwin Reyes,18,Drew Ortiz,20
710,752,1.874,Edwin Reyes,18,Denise Green,22
710,766,1.874,Edwin Reyes,18,Joseph Fox,19
710,828,1.874,Edwin Reyes,18,Christopher Barnes,19
710,727,1.586,Edwin Reyes,18,Jerry Arnold,25
710,829,1.586,Edwin Reyes,18,Katie Williams,22
710,842,1.571,Edwin Reyes,18,Mr. Richard Hull,23
710,706,1.54,Edwin Reyes,18,Peter Scott,25
711,805,4.813,Lisa May,22,Christine Vang,20
711,713,4.675,Lisa May,22,Danielle Yang,18
711,719,4.672,Lisa May,22,Elizabeth Galvan,23
711,824,4.004,Lisa May,22,Bernard Ross,24
711,834,3.986,Lisa May,22,Tiffany Ortega,22
711,705,3.834,Lisa May,22,Tammy Smith,22
711,773,3.435,Lisa May,22,Amber Williams,21
711,781,3.421,Lisa May,22,Charles Obrien,25
711,830,3.173,Lisa May,22,Katie Williams,22
711,688,2.925,Lisa May,22,Larry Bell,20
712,833,2.622,Victor Barrera,25,Jamie Barr,20
712,746,2.255,Victor Barrera,25,Patricia Garcia,19
712,702,2.183,Victor Barrera,25,Shannon Guzman,25
712,732,2.183,Victor Barrera,25,Joseph Fox,19
712,818,2.081,Victor Barrera,25,Howard Sanders,25
712,713,1.821,Victor Barrera,25,Danielle Yang,18
712,771,1.814,Victor Barrera,25,Mr. Michael Olson,23
712,806,1.702,Victor Barrera,25,Richard Williams,21
712,850,1.398,Victor Barrera,25,Jamie Barr,20
712,786,1.366,Victor Barrera,25,Natalie Martin,22
713,820,6.969,Peter Scott,25,Michael Harris,19
713,754,5.606,Peter Scott,25,Sarah Gardner,19
713,703,5.074,Peter Scott,25,Craig Whitehead,23
713,727,5.052,Peter Scott,25,Jerry Arnold,25
713,718,4.854,Peter Scott,25,Danielle Yang,18
713,711,4.675,Peter Scott,25,Allison Taylor,21
713,849,4.528,Peter Scott,25,Jamie Barr,20
713,856,4.26,Peter Scott,25,Sarah Davis,18
713,739,3.978,Peter Scott,25,Patty Stephens,24
713,795,3.866,Peter Scott,25,Natalie Martin,22
714,768,2.628,Shannon Guzman,25,Stephanie Ford,21
714,791,2.042,Shannon Guzman,25,Kenneth Horn,20
714,796,1.775,Shannon Guzman,25,Richard Hernandez,19
714,802,1.673,Shannon Guzman,25,Richard Hernandez,19
714,742,1.409,Shannon Guzman,25,Kimberly Jones,25
714,833,1.388,Shannon Guzman,25,Jamie Barr,20
714,736,1.38,Shannon Guzman,25,Christine Harris,24
714,850,1.303,Shannon Guzman,25,Jamie Barr,20
714,816,1.019,Shannon Guzman,25,Michael Torres,23
714,788,0.943,Shannon Guzman,25,Richard Hernandez,19
715,713,2.593,Megan Patel,21,Danielle Yang,18
715,724,2.593,Megan Patel,21,Billy Garner,20
715,760,2.593,Megan Patel,21,Marcus Vaughn,21
715,853,2.593,Megan Patel,21,Jamie Barr,20
715,829,2.33,Megan Patel,21,Katie Williams,22
715,694,2.286,Megan Patel,21,Cory Anderson,18
715,752,2.286,Megan Patel,21,Denise Green,22
715,719,2.282,Megan Patel,21,Elizabeth Galvan,23
715,800,2.282,Megan Patel,21,Molly Hall,24
715,810,2.282,Megan Patel,21,Jenna Jenkins,23
716,705,3.018,Christopher Brooks,24,Tammy Smith,22
716,828,2.543,Christopher Brooks,24,Christopher Barnes,19
716,730,1.991,Christopher Brooks,24,Drew Ortiz,20
716,719,1.982,Christopher Brooks,24,Elizabeth Galvan,23
716,803,1.968,Christopher Brooks,24,Rodney Erickson,21
716,703,1.946,Christopher Brooks,24,Craig Whitehead,23
716,783,1.896,Christopher Brooks,24,Ricky Mitchell,20
716,745,1.759,Christopher Brooks,24,Drew Ortiz,20
716,787,1.743,Christopher Brooks,24,Chad Woodward,24
716,781,1.714,Christopher Brooks,24,Charles Obrien,25
717,694,0.709,Elizabeth Hernandez,21,Cory Anderson,18
717,698,0.709,Elizabeth Hernandez,21,Natasha Miranda,25
717,769,0.709,Elizabeth Hernandez,21,Amber Williams,21
717,687,0.195,Elizabeth Hernandez,21,Lisa Powers,22
717,688,0.195,Elizabeth Hernandez,21,Larry Bell,20
717,689,0.195,Elizabeth Hernandez,21,Trevor Cunningham,22
717,690,0.195,Elizabeth Hernandez,21,Larry Bell,20
717,691,0.195,Elizabeth Hernandez,21,Kimberly Jones,25
717,692,0.195,Elizabeth Hernandez,21,Jamie Barr,20
717,693,0.195,Elizabeth Hernandez,21,Cory Anderson,18
718,728,5.124,Adam Palmer,19,Justin Robles,24
718,713,4.854,Adam Palmer,19,Danielle Yang,18
718,849,4.35,Adam Palmer,19,Jamie Barr,20
718,783,4.163,Adam Palmer,19,Ricky Mitchell,20
718,830,4.16,Adam Palmer,19,Katie Williams,22
718,810,3.903,Adam Palmer,19,Jenna Jenkins,23
718,739,3.878,Adam Palmer,19,Patty Stephens,24
718,697,3.846,Adam Palmer,19,Andrew Hooper,21
718,824,3.828,Adam Palmer,19,Bernard Ross,24
718,820,3.822,Adam Palmer,19,Michael Harris,19
719,780,6.004,Danielle Yang,18,Elizabeth Johnson,20
719,754,5.189,Danielle Yang,18,Sarah Gardner,19
719,738,5.175,Danielle Yang,18,Kiara Hoffman,21
719,856,4.801,Danielle Yang,18,Sarah Davis,18
719,711,4.672,Danielle Yang,18,Allison Taylor,21
719,687,4.636,Danielle Yang,18,Lisa Powers,22
719,739,4.536,Danielle Yang,18,Patty Stephens,24
719,701,4.315,Danielle Yang,18,Peter Scott,25
719,770,4.225,Danielle Yang,18,Zachary Foster,20
719,797,3.886,Danielle Yang,18,Richard Kelly,25
720,747,3.47,Elizabeth Galvan,23,Kelly Jones,22
720,758,3.294,Elizabeth Galvan,23,Alyssa Brooks,24
720,797,3.227,Elizabeth Galvan,23,Richard Kelly,25
720,703,3.162,Elizabeth Galvan,23,Craig Whitehead,23
720,728,3.144,Elizabeth Galvan,23,Justin Robles,24
720,827,2.748,Elizabeth Galvan,23,Edgar Baker,25
720,823,2.637,Elizabeth Galvan,23,Meghan Williams,22
720,817,2.506,Elizabeth Galvan,23,Rebecca Williams,22
720,783,2.434,Elizabeth Galvan,23,Ricky Mitchell,20
720,805,2.34,Elizabeth Galvan,23,Christine Vang,20
721,724,1.39,Brandon Edwards,25,Billy Garner,20
721,818,1.061,Brandon Edwards,25,Howard Sanders,25
721,694,1.011,Brandon Edwards,25,Cory Anderson,18
721,719,1.011,Brandon Edwards,25,Elizabeth Galvan,23
721,747,1.011,Brandon Edwards,25,Kelly Jones,22
721,819,1.011,Brandon Edwards,25,Michael Harris,19
721,823,1.011,Brandon Edwards,25,Meghan Williams,22
721,824,1.011,Brandon Edwards,25,Bernard Ross,24
721,828,1.011,Brandon Edwards,25,Christopher Barnes,19
721,840,1.011,Brandon Edwards,25,Jason Gay MD,23
722,828,3.192,Allison Taylor,21,Christopher Barnes,19
722,724,3.142,Allison Taylor,21,Billy Garner,20
722,752,3.142,Allison Taylor,21,Denise Green,22
722,842,2.867,Allison Taylor,21,Mr. Richard Hull,23
722,773,2.858,Allison Taylor,21,Amber Williams,21
722,824,2.858,Allison Taylor,21,Bernard Ross,24
722,695,2.631,Allison Taylor,21,Erin Gomez,25
722,696,2.631,Allison Taylor,21,Jessica Baker,18
722,805,2.623,Allison Taylor,21,Christine Vang,20
722,760,2.544,Allison Taylor,21,Marcus Vaughn,21
723,719,2.631,Robert Smith,19,Elizabeth Galvan,23
723,724,2.447,Robert Smith,19,Billy Garner,20
723,805,2.337,Robert Smith,19,Christine Vang,20
723,847,2.337,Robert Smith,19,Mr. Richard Hull,23
723,853,2.337,Robert Smith,19,Jamie Barr,20
723,697,2.312,Robert Smith,19,Andrew Hooper,21
723,784,2.241,Robert Smith,19,Ricky Hansen,19
723,845,2.088,Robert Smith,19,Margaret Church,24
723,820,2.045,Robert Smith,19,Michael Harris,19
723,713,2.03,Robert Smith,19,Danielle Yang,18
724,815,5.94,Mary Arnold,23,Rebecca Williams,22
724,800,5.933,Mary Arnold,23,Molly Hall,24
724,774,5.818,Mary Arnold,23,Samantha Bell,18
724,810,5.766,Mary Arnold,23,Jenna Jenkins,23
724,780,5.555,Mary Arnold,23,Elizabeth Johnson,20
724,847,5.508,Mary Arnold,23,Mr. Richard Hull,23
724,747,5.279,Mary Arnold,23,Kelly Jones,22
724,727,4.487,Mary Arnold,23,Jerry Arnold,25
724,840,4.154,Mary Arnold,23,Jason Gay MD,23
724,706,3.803,Mary Arnold,23,Peter Scott,25
725,789,2.902,Samuel Hayes,22,Richard Hernandez,19
725,822,2.533,Samuel Hayes,22,Christopher Barnes,19
725,689,2.172,Samuel Hayes,22,Trevor Cunningham,22
725,791,1.673,Samuel Hayes,22,Kenneth Horn,20
725,802,1.673,Samuel Hayes,22,Richard Hernandez,19
725,712,0.943,Samuel Hayes,22,Shannon Guzman,25
725,767,0.943,Samuel Hayes,22,Willie Orr,25
725,788,0.943,Samuel Hayes,22,Richard Hernandez,19
725,850,0.933,Samuel Hayes,22,Jamie Barr,20
725,796,0.925,Samuel Hayes,22,Richard Hernandez,19
726,827,5.619,Billy Garner,20,Edgar Baker,25
726,842,5.533,Billy Garner,20,Mr. Richard Hull,23
726,696,5.468,Billy Garner,20,Jessica Baker,18
726,800,5.109,Billy Garner,20,Molly Hall,24
726,810,4.859,Billy Garner,20,Jenna Jenkins,23
726,847,4.845,Billy Garner,20,Mr. Richard Hull,23
726,747,4.642,Billy Garner,20,Kelly Jones,22
726,774,4.642,Billy Garner,20,Samantha Bell,18
726,829,4.549,Billy Garner,20,Katie Williams,22
726,819,4.076,Billy Garner,20,Michael Harris,19
727,713,5.052,Elizabeth Smith,20,Danielle Yang,18
727,745,4.916,Elizabeth Smith,20,Drew Ortiz,20
727,724,4.487,Elizabeth Smith,20,Billy Garner,20
727,705,4.486,Elizabeth Smith,20,Tammy Smith,22
727,834,4.405,Elizabeth Smith,20,Tiffany Ortega,22
727,734,4.326,Elizabeth Smith,20,Maria Gardner,19
727,827,4.276,Elizabeth Smith,20,Edgar Baker,25
727,695,4.233,Elizabeth Smith,20,Erin Gomez,25
727,823,3.882,Elizabeth Smith,20,Meghan Williams,22
727,781,3.864,Elizabeth Smith,20,Charles Obrien,25
728,830,5.431,Jason Floyd,22,Katie Williams,22
728,718,5.124,Jason Floyd,22,Danielle Yang,18
728,827,4.972,Jason Floyd,22,Edgar Baker,25
728,815,4.907,Jason Floyd,22,Rebecca Williams,22
728,697,4.549,Jason Floyd,22,Andrew Hooper,21
728,840,4.349,Jason Floyd,22,Jason Gay MD,23
728,688,3.965,Jason Floyd,22,Larry Bell,20
728,745,3.937,Jason Floyd,22,Drew Ortiz,20
728,694,3.922,Jason Floyd,22,Cory Anderson,18
728,713,3.862,Jason Floyd,22,Danielle Yang,18
729,747,1.455,Jack White,21,Kelly Jones,22
729,697,1.095,Jack White,21,Andrew Hooper,21
729,708,1.095,Jack White,21,Peter Scott,25
729,769,1.095,Jack White,21,Amber Williams,21
729,819,1.095,Jack White,21,Michael Harris,19
729,823,1.095,Jack White,21,Meghan Williams,22
729,825,1.095,Jack White,21,Richard Fletcher,24
729,703,0.705,Jack White,21,Craig Whitehead,23
729,772,0.705,Jack White,21,Alyssa Brooks,24
729,774,0.705,Jack White,21,Samantha Bell,18
730,705,3.227,Justin Robles,24,Tammy Smith,22
730,820,2.943,Justin Robles,24,Michael Harris,19
730,781,2.91,Justin Robles,24,Charles Obrien,25
730,793,2.892,Justin Robles,24,Donald Moore,19
730,809,2.873,Justin Robles,24,Todd Green,20
730,719,2.811,Justin Robles,24,Elizabeth Galvan,23
730,828,2.775,Justin Robles,24,Christopher Barnes,19
730,827,2.596,Justin Robles,24,Edgar Baker,25
730,817,2.58,Justin Robles,24,Rebecca Williams,22
730,739,2.533,Justin Robles,24,Patty Stephens,24
731,824,5.918,Barbara Herrera,22,Bernard Ross,24
731,823,5.632,Barbara Herrera,22,Meghan Williams,22
731,695,5.269,Barbara Herrera,22,Erin Gomez,25
731,800,4.813,Barbara Herrera,22,Molly Hall,24
731,842,4.544,Barbara Herrera,22,Mr. Richard Hull,23
731,820,4.537,Barbara Herrera,22,Michael Harris,19
731,688,4.369,Barbara Herrera,22,Larry Bell,20
731,760,4.247,Barbara Herrera,22,Marcus Vaughn,21
731,829,4.043,Barbara Herrera,22,Katie Williams,22
731,696,3.755,Barbara Herrera,22,Jessica Baker,18
732,712,2.183,Krystal Stewart,19,Shannon Guzman,25
732,796,1.808,Krystal Stewart,19,Richard Hernandez,19
732,768,1.323,Krystal Stewart,19,Stephanie Ford,21
732,767,1.312,Krystal Stewart,19,Willie Orr,25
732,850,1.303,Krystal Stewart,19,Jamie Barr,20
732,736,1.277,Krystal Stewart,19,Christine Harris,24
732,833,0.954,Krystal Stewart,19,Jamie Barr,20
732,691,0.933,Krystal Stewart,19,Kimberly Jones,25
732,742,0.585,Krystal Stewart,19,Kimberly Jones,25
732,707,0.574,Krystal Stewart,19,Victor Barrera,25
733,724,1.52,Victoria Cervantes DVM,19,Billy Garner,20
733,833,1.419,Victoria Cervantes DVM,19,Jamie Barr,20
733,813,1.386,Victoria Cervantes DVM,19,Michael Torres,23
733,712,1.333,Victoria Cervantes DVM,19,Shannon Guzman,25
733,742,1.312,Victoria Cervantes DVM,19,Kimberly Jones,25
733,822,1.226,Victoria Cervantes DVM,19,Christopher Barnes,19
733,713,1.109,Victoria Cervantes DVM,19,Danielle Yang,18
733,722,1.098,Victoria Cervantes DVM,19,Erin Burke,21
733,694,1.065,Victoria Cervantes DVM,19,Cory Anderson,18
733,696,1.065,Victoria Cervantes DVM,19,Jessica Baker,18
734,828,5.703,Raven Bennett,20,Christopher Barnes,19
734,824,5.053,Raven Bennett,20,Bernard Ross,24
734,705,4.532,Raven Bennett,20,Tammy Smith,22
734,830,4.458,Raven Bennett,20,Katie Williams,22
734,834,4.414,Raven Bennett,20,Tiffany Ortega,22
734,727,4.326,Raven Bennett,20,Jerry Arnold,25
734,694,4.109,Raven Bennett,20,Cory Anderson,18
734,726,3.55,Raven Bennett,20,Barbara Herrera,22
734,745,3.533,Raven Bennett,20,Drew Ortiz,20
734,781,3.425,Raven Bennett,20,Charles Obrien,25
735,697,1.391,Michelle Wright,22,Andrew Hooper,21
735,698,1.391,Michelle Wright,22,Natasha Miranda,25
735,708,1.391,Michelle Wright,22,Peter Scott,25
735,747,1.391,Michelle Wright,22,Kelly Jones,22
735,774,1.391,Michelle Wright,22,Samantha Bell,18
735,828,1.391,Michelle Wright,22,Christopher Barnes,19
735,753,1.114,Michelle Wright,22,Cheryl Martin,22
735,811,1.114,Michelle Wright,22,Richard Fletcher,24
735,688,1.022,Michelle Wright,22,Larry Bell,20
735,823,1.022,Michelle Wright,22,Meghan Williams,22
736,768,2.246,Sylvia Griffith,24,Stephanie Ford,21
736,806,2.08,Sylvia Griffith,24,Richard Williams,21
736,789,1.717,Sylvia Griffith,24,Richard Hernandez,19
736,697,1.671,Sylvia Griffith,24,Andrew Hooper,21
736,786,1.616,Sylvia Griffith,24,Natalie Martin,22
736,829,1.481,Sylvia Griffith,24,Katie Williams,22
736,691,1.409,Sylvia Griffith,24,Kimberly Jones,25
736,714,1.38,Sylvia Griffith,24,Samuel Hayes,22
736,822,1.38,Sylvia Griffith,24,Christopher Barnes,19
736,848,1.31,Sylvia Griffith,24,Jamie Barr,20
737,823,3.624,Erin Burke,21,Meghan Williams,22
737,853,3.339,Erin Burke,21,Jamie Barr,20
737,747,3.127,Erin Burke,21,Kelly Jones,22
737,774,3.115,Erin Burke,21,Samantha Bell,18
737,713,3.064,Erin Burke,21,Danielle Yang,18
737,726,2.96,Erin Burke,21,Barbara Herrera,22
737,752,2.96,Erin Burke,21,Denise Green,22
737,781,2.96,Erin Burke,21,Charles Obrien,25
737,834,2.96,Erin Burke,21,Tiffany Ortega,22
737,703,2.848,Erin Burke,21,Craig Whitehead,23
738,828,5.301,Sylvia Mcguire,23,Christopher Barnes,19
738,719,5.175,Sylvia Mcguire,23,Elizabeth Galvan,23
738,824,4.834,Sylvia Mcguire,23,Bernard Ross,24
738,834,4.575,Sylvia Mcguire,23,Tiffany Ortega,22
738,830,4.405,Sylvia Mcguire,23,Katie Williams,22
738,827,3.731,Sylvia Mcguire,23,Edgar Baker,25
738,726,3.691,Sylvia Mcguire,23,Barbara Herrera,22
738,810,3.622,Sylvia Mcguire,23,Jenna Jenkins,23
738,773,3.615,Sylvia Mcguire,23,Amber Williams,21
738,823,3.316,Sylvia Mcguire,23,Meghan Williams,22
739,830,4.947,Damon Adams,21,Katie Williams,22
739,838,4.709,Damon Adams,21,Brian Carr,21
739,719,4.536,Damon Adams,21,Elizabeth Galvan,23
739,697,4.351,Damon Adams,21,Andrew Hooper,21
739,713,3.978,Damon Adams,21,Danielle Yang,18
739,779,3.939,Damon Adams,21,Robin White,22
739,718,3.878,Damon Adams,21,Danielle Yang,18
739,817,3.833,Damon Adams,21,Rebecca Williams,22
739,781,3.545,Damon Adams,21,Charles Obrien,25
739,835,3.222,Damon Adams,21,Michelle Bennett,25
740,797,1.819,Patty Stephens,24,Richard Kelly,25
740,747,1.767,Patty Stephens,24,Kelly Jones,22
740,703,1.515,Patty Stephens,24,Craig Whitehead,23
740,705,1.504,Patty Stephens,24,Tammy Smith,22
740,713,1.481,Patty Stephens,24,Danielle Yang,18
740,805,1.438,Patty Stephens,24,Christine Vang,20
740,828,1.372,Patty Stephens,24,Christopher Barnes,19
740,718,1.152,Patty Stephens,24,Danielle Yang,18
740,758,1.146,Patty Stephens,24,Alyssa Brooks,24
740,764,1.146,Patty Stephens,24,Susan Simpson,18
741,824,2.877,Antonio Webb,24,Bernard Ross,24
